"","literality","list","rating","language","item","Subject","response"
"1019","irony","1","Valence","English",29,"S11_1",4
"1020","irony","1","Valence","English",29,"S12_1",2
"1021","irony","1","Relationship","English",29,"S01_1",0
"1022","irony","1","Relationship","English",29,"S02_1",0
"1023","irony","1","Relationship","English",29,"S03_1",0
"1024","irony","1","Relationship","English",29,"S04_1",0
"1025","irony","1","Relationship","English",29,"S05_1",1
"1026","irony","1","Relationship","English",29,"S06_1",0
"1027","irony","1","Relationship","English",29,"S07_1",2
"1028","irony","1","Relationship","English",29,"S08_1",1
"1029","irony","1","Relationship","English",29,"S09_1",1
"1030","irony","1","Relationship","English",29,"S10_1",1
"1031","irony","1","Relationship","English",29,"S11_1",0
"1032","irony","1","Relationship","English",29,"S12_1",0
"1033","irony","1","Irony","English",29,"S01_1",5
"1034","irony","1","Irony","English",29,"S02_1",5
"1035","irony","1","Irony","English",29,"S03_1",3
"1036","irony","1","Irony","English",29,"S04_1",5
"1037","irony","1","Irony","English",29,"S05_1",4
"1038","irony","1","Irony","English",29,"S06_1",1
"1039","irony","1","Irony","English",29,"S07_1",5
"1040","irony","1","Irony","English",29,"S08_1",5
"1041","irony","1","Irony","English",29,"S09_1",5
"1042","irony","1","Irony","English",29,"S10_1",3
"1043","irony","1","Irony","English",29,"S11_1",5
"1044","irony","1","Irony","English",29,"S12_1",5
"1045","literal","1","Valence","English",30,"S01_1",7
"1046","literal","1","Valence","English",30,"S02_1",4
"1047","literal","1","Valence","English",30,"S03_1",6
"1048","literal","1","Valence","English",30,"S04_1",6
"1049","literal","1","Valence","English",30,"S05_1",5
"1050","literal","1","Valence","English",30,"S06_1",3
"1051","literal","1","Valence","English",30,"S07_1",5
"1052","literal","1","Valence","English",30,"S08_1",3
"1053","literal","1","Valence","English",30,"S09_1",5
"1054","literal","1","Valence","English",30,"S10_1",4
"1055","literal","1","Valence","English",30,"S11_1",3
"1056","literal","1","Valence","English",30,"S12_1",7
"1057","literal","1","Relationship","English",30,"S01_1",3
"1058","literal","1","Relationship","English",30,"S02_1",0
"1059","literal","1","Relationship","English",30,"S03_1",1
"1060","literal","1","Relationship","English",30,"S04_1",1
"1061","literal","1","Relationship","English",30,"S05_1",1
"1062","literal","1","Relationship","English",30,"S06_1",0
"1063","literal","1","Relationship","English",30,"S07_1",0
"1064","literal","1","Relationship","English",30,"S08_1",0
"1065","literal","1","Relationship","English",30,"S09_1",2
"1066","literal","1","Relationship","English",30,"S10_1",0
"1067","literal","1","Relationship","English",30,"S11_1",0
"1068","literal","1","Relationship","English",30,"S12_1",3
"1069","literal","1","Irony","English",30,"S01_1",1
"1070","literal","1","Irony","English",30,"S02_1",1
"1071","literal","1","Irony","English",30,"S03_1",1
"1072","literal","1","Irony","English",30,"S04_1",1
"1073","literal","1","Irony","English",30,"S05_1",3
"1074","literal","1","Irony","English",30,"S06_1",1
"1075","literal","1","Irony","English",30,"S07_1",1
"1076","literal","1","Irony","English",30,"S08_1",1
"1077","literal","1","Irony","English",30,"S09_1",1
"1078","literal","1","Irony","English",30,"S10_1",2
"1079","literal","1","Irony","English",30,"S11_1",3
"1080","literal","1","Irony","English",30,"S12_1",1
"1081","irony","1","Valence","English",31,"S01_1",4
"1082","irony","1","Valence","English",31,"S02_1",3
"1083","irony","1","Valence","English",31,"S03_1",4
"1084","irony","1","Valence","English",31,"S04_1",1
"1085","irony","1","Valence","English",31,"S05_1",3
"1086","irony","1","Valence","English",31,"S06_1",3
"1087","irony","1","Valence","English",31,"S07_1",1
"1088","irony","1","Valence","English",31,"S08_1",2
"1089","irony","1","Valence","English",31,"S09_1",5
"1090","irony","1","Valence","English",31,"S10_1",5
"1091","irony","1","Valence","English",31,"S11_1",3
"1092","irony","1","Valence","English",31,"S12_1",2
"1093","irony","1","Relationship","English",31,"S01_1",-2
"1094","irony","1","Relationship","English",31,"S02_1",0
"1095","irony","1","Relationship","English",31,"S03_1",0
"1096","irony","1","Relationship","English",31,"S04_1",-3
"1097","irony","1","Relationship","English",31,"S05_1",-1
"1098","irony","1","Relationship","English",31,"S06_1",-1
"1099","irony","1","Relationship","English",31,"S07_1",-2
"1100","irony","1","Relationship","English",31,"S08_1",-1
"1101","irony","1","Relationship","English",31,"S09_1",1
"1102","irony","1","Relationship","English",31,"S10_1",1
"1103","irony","1","Relationship","English",31,"S11_1",-1
"1104","irony","1","Relationship","English",31,"S12_1",-1
"1105","irony","1","Irony","English",31,"S01_1",5
"1106","irony","1","Irony","English",31,"S02_1",5
"1107","irony","1","Irony","English",31,"S03_1",2
"1108","irony","1","Irony","English",31,"S04_1",5
"1109","irony","1","Irony","English",31,"S05_1",5
"1110","irony","1","Irony","English",31,"S06_1",5
"1111","irony","1","Irony","English",31,"S07_1",5
"1112","irony","1","Irony","English",31,"S08_1",4
"1113","irony","1","Irony","English",31,"S09_1",4
"1114","irony","1","Irony","English",31,"S10_1",5
"1115","irony","1","Irony","English",31,"S11_1",5
"1116","irony","1","Irony","English",31,"S12_1",5
"1117","literal","1","Valence","English",32,"S01_1",1
"1118","literal","1","Valence","English",32,"S02_1",2
"1119","literal","1","Valence","English",32,"S03_1",3
"1120","literal","1","Valence","English",32,"S04_1",2
"1121","literal","1","Valence","English",32,"S05_1",4
"1122","literal","1","Valence","English",32,"S06_1",4
"1123","literal","1","Valence","English",32,"S07_1",4
"1124","literal","1","Valence","English",32,"S08_1",4
"1125","literal","1","Valence","English",32,"S09_1",4
"1126","literal","1","Valence","English",32,"S10_1",3
"1127","literal","1","Valence","English",32,"S11_1",4
"1128","literal","1","Valence","English",32,"S12_1",2
"1129","literal","1","Relationship","English",32,"S01_1",0
"1130","literal","1","Relationship","English",32,"S02_1",-1
"1131","literal","1","Relationship","English",32,"S03_1",-1
"1132","literal","1","Relationship","English",32,"S04_1",-2
"1133","literal","1","Relationship","English",32,"S05_1",0
"1134","literal","1","Relationship","English",32,"S06_1",0
"1135","literal","1","Relationship","English",32,"S07_1",0
"1136","literal","1","Relationship","English",32,"S08_1",-1
"1137","literal","1","Relationship","English",32,"S09_1",-1
"1138","literal","1","Relationship","English",32,"S10_1",-3
"1139","literal","1","Relationship","English",32,"S11_1",-1
"1140","literal","1","Relationship","English",32,"S12_1",-2
"1141","literal","1","Irony","English",32,"S01_1",1
"1142","literal","1","Irony","English",32,"S02_1",1
"1143","literal","1","Irony","English",32,"S03_1",1
"1144","literal","1","Irony","English",32,"S04_1",1
"1145","literal","1","Irony","English",32,"S05_1",1
"1146","literal","1","Irony","English",32,"S06_1",4
"1147","literal","1","Irony","English",32,"S07_1",1
"1148","literal","1","Irony","English",32,"S08_1",1
"1149","literal","1","Irony","English",32,"S09_1",1
"1150","literal","1","Irony","English",32,"S10_1",1
"1151","literal","1","Irony","English",32,"S11_1",1
"1152","literal","1","Irony","English",32,"S12_1",1
"1153","literal","1","Valence","Spanish",1,"S01_1",1
"1154","literal","1","Valence","Spanish",1,"S02_1",2
"1155","literal","1","Valence","Spanish",1,"S03_1",2
"1156","literal","1","Valence","Spanish",1,"S04_1",2
"1157","literal","1","Valence","Spanish",1,"S05_1",3
"1158","literal","1","Valence","Spanish",1,"S06_1",3
"1159","literal","1","Valence","Spanish",1,"S07_1",1
"1160","literal","1","Valence","Spanish",1,"S08_1",1
"1161","literal","1","Valence","Spanish",1,"S09_1",3
"1162","literal","1","Valence","Spanish",1,"S10_1",2
"1163","literal","1","Valence","Spanish",1,"S11_1",1
"1164","literal","1","Valence","Spanish",1,"S12_1",1
"1165","literal","1","Relationship","Spanish",1,"S01_1",-3
"1166","literal","1","Relationship","Spanish",1,"S02_1",-1
"1167","literal","1","Relationship","Spanish",1,"S03_1",-1
"1168","literal","1","Relationship","Spanish",1,"S04_1",-2
"1169","literal","1","Relationship","Spanish",1,"S05_1",-1
"1170","literal","1","Relationship","Spanish",1,"S06_1",0
"1171","literal","1","Relationship","Spanish",1,"S07_1",-2
"1172","literal","1","Relationship","Spanish",1,"S08_1",-1
"1173","literal","1","Relationship","Spanish",1,"S09_1",-1
"1174","literal","1","Relationship","Spanish",1,"S10_1",0
"1175","literal","1","Relationship","Spanish",1,"S11_1",-1
"1176","literal","1","Relationship","Spanish",1,"S12_1",-2
"1177","literal","1","Irony","Spanish",1,"S01_1",1
"1178","literal","1","Irony","Spanish",1,"S02_1",1
"1179","literal","1","Irony","Spanish",1,"S03_1",1
"1180","literal","1","Irony","Spanish",1,"S04_1",1
"1181","literal","1","Irony","Spanish",1,"S05_1",1
"1182","literal","1","Irony","Spanish",1,"S06_1",1
"1183","literal","1","Irony","Spanish",1,"S07_1",1
"1184","literal","1","Irony","Spanish",1,"S08_1",1
"1185","literal","1","Irony","Spanish",1,"S09_1",1
"1186","literal","1","Irony","Spanish",1,"S10_1",1
"1187","literal","1","Irony","Spanish",1,"S11_1",1
"1188","literal","1","Irony","Spanish",1,"S12_1",1
"1189","irony","1","Valence","Spanish",2,"S01_1",1
"1190","irony","1","Valence","Spanish",2,"S02_1",3
"1191","irony","1","Valence","Spanish",2,"S03_1",3
"1192","irony","1","Valence","Spanish",2,"S04_1",2
"1193","irony","1","Valence","Spanish",2,"S05_1",4
"1194","irony","1","Valence","Spanish",2,"S06_1",1
"1195","irony","1","Valence","Spanish",2,"S07_1",3
"1196","irony","1","Valence","Spanish",2,"S08_1",4
"1197","irony","1","Valence","Spanish",2,"S09_1",4
"1198","irony","1","Valence","Spanish",2,"S10_1",3
"1199","irony","1","Valence","Spanish",2,"S11_1",3
"1200","irony","1","Valence","Spanish",2,"S12_1",1
"1201","irony","1","Relationship","Spanish",2,"S01_1",-1
"1202","irony","1","Relationship","Spanish",2,"S02_1",0
"1203","irony","1","Relationship","Spanish",2,"S03_1",0
"1204","irony","1","Relationship","Spanish",2,"S04_1",-3
"1205","irony","1","Relationship","Spanish",2,"S05_1",0
"1206","irony","1","Relationship","Spanish",2,"S06_1",-2
"1207","irony","1","Relationship","Spanish",2,"S07_1",0
"1208","irony","1","Relationship","Spanish",2,"S08_1",0
"1209","irony","1","Relationship","Spanish",2,"S09_1",1
"1210","irony","1","Relationship","Spanish",2,"S10_1",0
"1211","irony","1","Relationship","Spanish",2,"S11_1",-1
"1212","irony","1","Relationship","Spanish",2,"S12_1",-2
"1213","irony","1","Irony","Spanish",2,"S01_1",5
"1214","irony","1","Irony","Spanish",2,"S02_1",5
"1215","irony","1","Irony","Spanish",2,"S03_1",5
"1216","irony","1","Irony","Spanish",2,"S04_1",5
"1217","irony","1","Irony","Spanish",2,"S05_1",5
"1218","irony","1","Irony","Spanish",2,"S06_1",5
"1219","irony","1","Irony","Spanish",2,"S07_1",5
"1220","irony","1","Irony","Spanish",2,"S08_1",5
"1221","irony","1","Irony","Spanish",2,"S09_1",5
"1222","irony","1","Irony","Spanish",2,"S10_1",5
"1223","irony","1","Irony","Spanish",2,"S11_1",5
"1224","irony","1","Irony","Spanish",2,"S12_1",5
"1225","literal","1","Valence","Spanish",3,"S01_1",1
"1226","literal","1","Valence","Spanish",3,"S02_1",3
"1227","literal","1","Valence","Spanish",3,"S03_1",1
"1228","literal","1","Valence","Spanish",3,"S04_1",2
"1229","literal","1","Valence","Spanish",3,"S05_1",3
"1230","literal","1","Valence","Spanish",3,"S06_1",1
"1231","literal","1","Valence","Spanish",3,"S07_1",2
"1232","literal","1","Valence","Spanish",3,"S08_1",1
"1233","literal","1","Valence","Spanish",3,"S09_1",3
"1234","literal","1","Valence","Spanish",3,"S10_1",2
"1235","literal","1","Valence","Spanish",3,"S11_1",1
"1236","literal","1","Valence","Spanish",3,"S12_1",1
"1237","literal","1","Relationship","Spanish",3,"S01_1",-3
"1238","literal","1","Relationship","Spanish",3,"S02_1",-3
"1239","literal","1","Relationship","Spanish",3,"S03_1",-3
"1240","literal","1","Relationship","Spanish",3,"S04_1",-1
"1241","literal","1","Relationship","Spanish",3,"S05_1",-2
"1242","literal","1","Relationship","Spanish",3,"S06_1",-3
"1243","literal","1","Relationship","Spanish",3,"S07_1",-3
"1244","literal","1","Relationship","Spanish",3,"S08_1",-2
"1245","literal","1","Relationship","Spanish",3,"S09_1",-1
"1246","literal","1","Relationship","Spanish",3,"S10_1",-1
"1247","literal","1","Relationship","Spanish",3,"S11_1",-3
"1248","literal","1","Relationship","Spanish",3,"S12_1",-3
"1249","literal","1","Irony","Spanish",3,"S01_1",1
"1250","literal","1","Irony","Spanish",3,"S02_1",1
"1251","literal","1","Irony","Spanish",3,"S03_1",1
"1252","literal","1","Irony","Spanish",3,"S04_1",1
"1253","literal","1","Irony","Spanish",3,"S05_1",1
"1254","literal","1","Irony","Spanish",3,"S06_1",1
"1255","literal","1","Irony","Spanish",3,"S07_1",1
"1256","literal","1","Irony","Spanish",3,"S08_1",1
"1257","literal","1","Irony","Spanish",3,"S09_1",1
"1258","literal","1","Irony","Spanish",3,"S10_1",1
"1259","literal","1","Irony","Spanish",3,"S11_1",1
"1260","literal","1","Irony","Spanish",3,"S12_1",1
"1261","irony","1","Valence","Spanish",4,"S01_1",1
"1262","irony","1","Valence","Spanish",4,"S02_1",3
"1263","irony","1","Valence","Spanish",4,"S03_1",3
"1264","irony","1","Valence","Spanish",4,"S04_1",2
"1265","irony","1","Valence","Spanish",4,"S05_1",4
"1266","irony","1","Valence","Spanish",4,"S06_1",2
"1267","irony","1","Valence","Spanish",4,"S07_1",2
"1268","irony","1","Valence","Spanish",4,"S08_1",1
"1269","irony","1","Valence","Spanish",4,"S09_1",3
"1270","irony","1","Valence","Spanish",4,"S10_1",3
"1271","irony","1","Valence","Spanish",4,"S11_1",3
"1272","irony","1","Valence","Spanish",4,"S12_1",1
"1273","irony","1","Relationship","Spanish",4,"S01_1",-3
"1274","irony","1","Relationship","Spanish",4,"S02_1",0
"1275","irony","1","Relationship","Spanish",4,"S03_1",0
"1276","irony","1","Relationship","Spanish",4,"S04_1",-3
"1277","irony","1","Relationship","Spanish",4,"S05_1",0
"1278","irony","1","Relationship","Spanish",4,"S06_1",-1
"1279","irony","1","Relationship","Spanish",4,"S07_1",-1
"1280","irony","1","Relationship","Spanish",4,"S08_1",-1
"1281","irony","1","Relationship","Spanish",4,"S09_1",-1
"1282","irony","1","Relationship","Spanish",4,"S10_1",0
"1283","irony","1","Relationship","Spanish",4,"S11_1",-1
"1284","irony","1","Relationship","Spanish",4,"S12_1",-2
"1285","irony","1","Irony","Spanish",4,"S01_1",5
"1286","irony","1","Irony","Spanish",4,"S02_1",5
"1287","irony","1","Irony","Spanish",4,"S03_1",3
"1288","irony","1","Irony","Spanish",4,"S04_1",5
"1289","irony","1","Irony","Spanish",4,"S05_1",4
"1290","irony","1","Irony","Spanish",4,"S06_1",5
"1291","irony","1","Irony","Spanish",4,"S07_1",5
"1292","irony","1","Irony","Spanish",4,"S08_1",1
"1293","irony","1","Irony","Spanish",4,"S09_1",4
"1294","irony","1","Irony","Spanish",4,"S10_1",2
"1295","irony","1","Irony","Spanish",4,"S11_1",5
"1296","irony","1","Irony","Spanish",4,"S12_1",5
"1297","literal","1","Valence","Spanish",5,"S01_1",1
"1298","literal","1","Valence","Spanish",5,"S02_1",3
"1299","literal","1","Valence","Spanish",5,"S03_1",3
"1300","literal","1","Valence","Spanish",5,"S04_1",1
"1301","literal","1","Valence","Spanish",5,"S05_1",3
"1302","literal","1","Valence","Spanish",5,"S06_1",3
"1303","literal","1","Valence","Spanish",5,"S07_1",2
"1304","literal","1","Valence","Spanish",5,"S08_1",2
"1305","literal","1","Valence","Spanish",5,"S09_1",2
"1306","literal","1","Valence","Spanish",5,"S10_1",2
"1307","literal","1","Valence","Spanish",5,"S11_1",2
"1308","literal","1","Valence","Spanish",5,"S12_1",1
"1309","literal","1","Relationship","Spanish",5,"S01_1",-3
"1310","literal","1","Relationship","Spanish",5,"S02_1",-1
"1311","literal","1","Relationship","Spanish",5,"S03_1",-1
"1312","literal","1","Relationship","Spanish",5,"S04_1",-1
"1313","literal","1","Relationship","Spanish",5,"S05_1",0
"1314","literal","1","Relationship","Spanish",5,"S06_1",-1
"1315","literal","1","Relationship","Spanish",5,"S07_1",-2
"1316","literal","1","Relationship","Spanish",5,"S08_1",0
"1317","literal","1","Relationship","Spanish",5,"S09_1",-1
"1318","literal","1","Relationship","Spanish",5,"S10_1",0
"1319","literal","1","Relationship","Spanish",5,"S11_1",-1
"1320","literal","1","Relationship","Spanish",5,"S12_1",-2
"1321","literal","1","Irony","Spanish",5,"S01_1",1
"1322","literal","1","Irony","Spanish",5,"S02_1",1
"1323","literal","1","Irony","Spanish",5,"S03_1",1
"1324","literal","1","Irony","Spanish",5,"S04_1",1
"1325","literal","1","Irony","Spanish",5,"S05_1",2
"1326","literal","1","Irony","Spanish",5,"S06_1",1
"1327","literal","1","Irony","Spanish",5,"S07_1",1
"1328","literal","1","Irony","Spanish",5,"S08_1",4
"1329","literal","1","Irony","Spanish",5,"S09_1",1
"1330","literal","1","Irony","Spanish",5,"S10_1",3
"1331","literal","1","Irony","Spanish",5,"S11_1",1
"1332","literal","1","Irony","Spanish",5,"S12_1",1
"1333","irony","1","Valence","Spanish",6,"S01_1",1
"1334","irony","1","Valence","Spanish",6,"S02_1",3
"1335","irony","1","Valence","Spanish",6,"S03_1",3
"1336","irony","1","Valence","Spanish",6,"S04_1",3
"1337","irony","1","Valence","Spanish",6,"S05_1",3
"1338","irony","1","Valence","Spanish",6,"S06_1",2
"1339","irony","1","Valence","Spanish",6,"S07_1",2
"1340","irony","1","Valence","Spanish",6,"S08_1",2
"1341","irony","1","Valence","Spanish",6,"S09_1",4
"1342","irony","1","Valence","Spanish",6,"S10_1",3
"1343","irony","1","Valence","Spanish",6,"S11_1",3
"1344","irony","1","Valence","Spanish",6,"S12_1",1
"1345","irony","1","Relationship","Spanish",6,"S01_1",-3
"1346","irony","1","Relationship","Spanish",6,"S02_1",0
"1347","irony","1","Relationship","Spanish",6,"S03_1",-1
"1348","irony","1","Relationship","Spanish",6,"S04_1",-2
"1349","irony","1","Relationship","Spanish",6,"S05_1",0
"1350","irony","1","Relationship","Spanish",6,"S06_1",-3
"1351","irony","1","Relationship","Spanish",6,"S07_1",-2
"1352","irony","1","Relationship","Spanish",6,"S08_1",-2
"1353","irony","1","Relationship","Spanish",6,"S09_1",0
"1354","irony","1","Relationship","Spanish",6,"S10_1",0
"1355","irony","1","Relationship","Spanish",6,"S11_1",-1
"1356","irony","1","Relationship","Spanish",6,"S12_1",-3
"1357","irony","1","Irony","Spanish",6,"S01_1",5
"1358","irony","1","Irony","Spanish",6,"S02_1",5
"1359","irony","1","Irony","Spanish",6,"S03_1",5
"1360","irony","1","Irony","Spanish",6,"S04_1",4
"1361","irony","1","Irony","Spanish",6,"S05_1",2
"1362","irony","1","Irony","Spanish",6,"S06_1",5
"1363","irony","1","Irony","Spanish",6,"S07_1",5
"1364","irony","1","Irony","Spanish",6,"S08_1",5
"1365","irony","1","Irony","Spanish",6,"S09_1",5
"1366","irony","1","Irony","Spanish",6,"S10_1",5
"1367","irony","1","Irony","Spanish",6,"S11_1",5
"1368","irony","1","Irony","Spanish",6,"S12_1",5
"1369","literal","1","Valence","Spanish",7,"S01_1",1
"1370","literal","1","Valence","Spanish",7,"S02_1",2
"1371","literal","1","Valence","Spanish",7,"S03_1",3
"1372","literal","1","Valence","Spanish",7,"S04_1",2
"1373","literal","1","Valence","Spanish",7,"S05_1",2
"1374","literal","1","Valence","Spanish",7,"S06_1",5
"1375","literal","1","Valence","Spanish",7,"S07_1",4
"1376","literal","1","Valence","Spanish",7,"S08_1",3
"1377","literal","1","Valence","Spanish",7,"S09_1",3
"1378","literal","1","Valence","Spanish",7,"S10_1",3
"1379","literal","1","Valence","Spanish",7,"S11_1",4
"1380","literal","1","Valence","Spanish",7,"S12_1",1
"1381","literal","1","Relationship","Spanish",7,"S01_1",0
"1382","literal","1","Relationship","Spanish",7,"S02_1",0
"1383","literal","1","Relationship","Spanish",7,"S03_1",0
"1384","literal","1","Relationship","Spanish",7,"S04_1",0
"1385","literal","1","Relationship","Spanish",7,"S05_1",0
"1386","literal","1","Relationship","Spanish",7,"S06_1",-1
"1387","literal","1","Relationship","Spanish",7,"S07_1",0
"1388","literal","1","Relationship","Spanish",7,"S08_1",0
"1389","literal","1","Relationship","Spanish",7,"S09_1",0
"1390","literal","1","Relationship","Spanish",7,"S10_1",0
"1391","literal","1","Relationship","Spanish",7,"S11_1",0
"1392","literal","1","Relationship","Spanish",7,"S12_1",-2
"1393","literal","1","Irony","Spanish",7,"S01_1",1
"1394","literal","1","Irony","Spanish",7,"S02_1",1
"1395","literal","1","Irony","Spanish",7,"S03_1",1
"1396","literal","1","Irony","Spanish",7,"S04_1",2
"1397","literal","1","Irony","Spanish",7,"S05_1",1
"1398","literal","1","Irony","Spanish",7,"S06_1",1
"1399","literal","1","Irony","Spanish",7,"S07_1",1
"1400","literal","1","Irony","Spanish",7,"S08_1",1
"1401","literal","1","Irony","Spanish",7,"S09_1",2
"1402","literal","1","Irony","Spanish",7,"S10_1",1
"1403","literal","1","Irony","Spanish",7,"S11_1",1
"1404","literal","1","Irony","Spanish",7,"S12_1",1
"1405","irony","1","Valence","Spanish",8,"S01_1",1
"1406","irony","1","Valence","Spanish",8,"S02_1",3
"1407","irony","1","Valence","Spanish",8,"S03_1",2
"1408","irony","1","Valence","Spanish",8,"S04_1",2
"1409","irony","1","Valence","Spanish",8,"S05_1",2
"1410","irony","1","Valence","Spanish",8,"S06_1",1
"1411","irony","1","Valence","Spanish",8,"S07_1",2
"1412","irony","1","Valence","Spanish",8,"S08_1",1
"1413","irony","1","Valence","Spanish",8,"S09_1",2
"1414","irony","1","Valence","Spanish",8,"S10_1",3
"1415","irony","1","Valence","Spanish",8,"S11_1",2
"1416","irony","1","Valence","Spanish",8,"S12_1",1
"1417","irony","1","Relationship","Spanish",8,"S01_1",-3
"1418","irony","1","Relationship","Spanish",8,"S02_1",-1
"1419","irony","1","Relationship","Spanish",8,"S03_1",-1
"1420","irony","1","Relationship","Spanish",8,"S04_1",-2
"1421","irony","1","Relationship","Spanish",8,"S05_1",-1
"1422","irony","1","Relationship","Spanish",8,"S06_1",-3
"1423","irony","1","Relationship","Spanish",8,"S07_1",-2
"1424","irony","1","Relationship","Spanish",8,"S08_1",-3
"1425","irony","1","Relationship","Spanish",8,"S09_1",-2
"1426","irony","1","Relationship","Spanish",8,"S10_1",0
"1427","irony","1","Relationship","Spanish",8,"S11_1",-1
"1428","irony","1","Relationship","Spanish",8,"S12_1",-2
"1429","irony","1","Irony","Spanish",8,"S01_1",5
"1430","irony","1","Irony","Spanish",8,"S02_1",5
"1431","irony","1","Irony","Spanish",8,"S03_1",5
"1432","irony","1","Irony","Spanish",8,"S04_1",5
"1433","irony","1","Irony","Spanish",8,"S05_1",5
"1434","irony","1","Irony","Spanish",8,"S06_1",5
"1435","irony","1","Irony","Spanish",8,"S07_1",5
"1436","irony","1","Irony","Spanish",8,"S08_1",5
"1437","irony","1","Irony","Spanish",8,"S09_1",5
"1438","irony","1","Irony","Spanish",8,"S10_1",5
"1439","irony","1","Irony","Spanish",8,"S11_1",5
"1440","irony","1","Irony","Spanish",8,"S12_1",5
"1441","literal","1","Valence","Spanish",9,"S01_1",1
"1442","literal","1","Valence","Spanish",9,"S02_1",3
"1443","literal","1","Valence","Spanish",9,"S03_1",4
"1444","literal","1","Valence","Spanish",9,"S04_1",5
"1445","literal","1","Valence","Spanish",9,"S05_1",5
"1446","literal","1","Valence","Spanish",9,"S06_1",3
"1447","literal","1","Valence","Spanish",9,"S07_1",3
"1448","literal","1","Valence","Spanish",9,"S08_1",3
"1449","literal","1","Valence","Spanish",9,"S09_1",3
"1450","literal","1","Valence","Spanish",9,"S10_1",3
"1451","literal","1","Valence","Spanish",9,"S11_1",3
"1452","literal","1","Valence","Spanish",9,"S12_1",4
"1453","literal","1","Relationship","Spanish",9,"S01_1",-3
"1454","literal","1","Relationship","Spanish",9,"S02_1",0
"1455","literal","1","Relationship","Spanish",9,"S03_1",0
"1456","literal","1","Relationship","Spanish",9,"S04_1",0
"1457","literal","1","Relationship","Spanish",9,"S05_1",1
"1458","literal","1","Relationship","Spanish",9,"S06_1",0
"1459","literal","1","Relationship","Spanish",9,"S07_1",0
"1460","literal","1","Relationship","Spanish",9,"S08_1",0
"1461","literal","1","Relationship","Spanish",9,"S09_1",0
"1462","literal","1","Relationship","Spanish",9,"S10_1",0
"1463","literal","1","Relationship","Spanish",9,"S11_1",0
"1464","literal","1","Relationship","Spanish",9,"S12_1",0
"1465","literal","1","Irony","Spanish",9,"S01_1",1
"1466","literal","1","Irony","Spanish",9,"S02_1",1
"1467","literal","1","Irony","Spanish",9,"S03_1",1
"1468","literal","1","Irony","Spanish",9,"S04_1",1
"1469","literal","1","Irony","Spanish",9,"S05_1",1
"1470","literal","1","Irony","Spanish",9,"S06_1",1
"1471","literal","1","Irony","Spanish",9,"S07_1",1
"1472","literal","1","Irony","Spanish",9,"S08_1",1
"1473","literal","1","Irony","Spanish",9,"S09_1",1
"1474","literal","1","Irony","Spanish",9,"S10_1",1
"1475","literal","1","Irony","Spanish",9,"S11_1",1
"1476","literal","1","Irony","Spanish",9,"S12_1",1
"1477","irony","1","Valence","Spanish",10,"S01_1",1
"1478","irony","1","Valence","Spanish",10,"S02_1",2
"1479","irony","1","Valence","Spanish",10,"S03_1",1
"1480","irony","1","Valence","Spanish",10,"S04_1",1
"1481","irony","1","Valence","Spanish",10,"S05_1",2
"1482","irony","1","Valence","Spanish",10,"S06_1",2
"1483","irony","1","Valence","Spanish",10,"S07_1",2
"1484","irony","1","Valence","Spanish",10,"S08_1",1
"1485","irony","1","Valence","Spanish",10,"S09_1",4
"1486","irony","1","Valence","Spanish",10,"S10_1",2
"1487","irony","1","Valence","Spanish",10,"S11_1",2
"1488","irony","1","Valence","Spanish",10,"S12_1",1
"1489","irony","1","Relationship","Spanish",10,"S01_1",-3
"1490","irony","1","Relationship","Spanish",10,"S02_1",-2
"1491","irony","1","Relationship","Spanish",10,"S03_1",-1
"1492","irony","1","Relationship","Spanish",10,"S04_1",-3
"1493","irony","1","Relationship","Spanish",10,"S05_1",-1
"1494","irony","1","Relationship","Spanish",10,"S06_1",-2
"1495","irony","1","Relationship","Spanish",10,"S07_1",-2
"1496","irony","1","Relationship","Spanish",10,"S08_1",-3
"1497","irony","1","Relationship","Spanish",10,"S09_1",0
"1498","irony","1","Relationship","Spanish",10,"S10_1",-1
"1499","irony","1","Relationship","Spanish",10,"S11_1",-1
"1500","irony","1","Relationship","Spanish",10,"S12_1",-3
"1501","irony","1","Irony","Spanish",10,"S01_1",5
"1502","irony","1","Irony","Spanish",10,"S02_1",1
"1503","irony","1","Irony","Spanish",10,"S03_1",4
"1504","irony","1","Irony","Spanish",10,"S04_1",5
"1505","irony","1","Irony","Spanish",10,"S05_1",2
"1506","irony","1","Irony","Spanish",10,"S06_1",2
"1507","irony","1","Irony","Spanish",10,"S07_1",5
"1508","irony","1","Irony","Spanish",10,"S08_1",1
"1509","irony","1","Irony","Spanish",10,"S09_1",3
"1510","irony","1","Irony","Spanish",10,"S10_1",1
"1511","irony","1","Irony","Spanish",10,"S11_1",5
"1512","irony","1","Irony","Spanish",10,"S12_1",5
"1513","literal","1","Valence","Spanish",11,"S01_1",4
"1514","literal","1","Valence","Spanish",11,"S02_1",2
"1515","literal","1","Valence","Spanish",11,"S03_1",3
"1516","literal","1","Valence","Spanish",11,"S04_1",3
"1517","literal","1","Valence","Spanish",11,"S05_1",5
"1518","literal","1","Valence","Spanish",11,"S06_1",2
"1519","literal","1","Valence","Spanish",11,"S07_1",3
"1520","literal","1","Valence","Spanish",11,"S08_1",1
"1521","literal","1","Valence","Spanish",11,"S09_1",3
"1522","literal","1","Valence","Spanish",11,"S10_1",3
